Beat_Interval,Systolic,Diastolic
0.76,134.64,72.547
0.768,134.76,72.911
0.648,135.63,76.833
0.752,133.94,72.149
0.736,134.84,72.25
0.752,134.94,71.966
0.76,134.13,71.91
0.752,134.08,71.893
0.768,134.16,71.967
0.76,134.49,71.497
0.752,133.57,71.547
0.752,133.46,71.728
0.752,133.96,72.661
0.76,134.98,71.905
0.752,134.04,71.907
0.752,133.72,71.785
0.76,133.76,71.798
0.752,133.73,72.558
0.752,135.29,71.782
0.76,134.33,71.252
0.752,133.26,71.668
0.752,134.45,73.135
0.76,135.18,72.2
0.776,135.91,71.556
0.792,135.9,71.447
0.784,134.9,70.675
0.784,134.29,70.323
0.784,134.76,70.971
0.776,133.34,69.857
0.768,134.17,70.555
0.776,133.81,70.328
0.768,133.19,70.267
0.768,133.35,70.093
0.768,133.13,69.976
0.76,133.24,70.266
0.76,133.87,70.142
0.76,132.76,69.856
0.752,132.44,70.79
0.76,133.66,70.977
0.752,133.89,70.849
0.76,134.4,70.967
0.76,133.73,71.089
0.752,133.74,70.732
0.752,133.74,71.028
0.752,135.11,71.492
0.736,139.36,76.882
0.752,139.16,75.005
0.752,139.15,75.192
0.752,138.88,75.313
0.752,139.37,74.888
0.76,139.26,74.715
0.768,140.52,74.839
0.776,138.78,74.492
0.768,139.15,75.075
0.76,139.44,74.484
0.768,138.75,74.489
0.76,138.72,74.596
0.768,138.63,74.127
0.776,138.82,73.845
0.768,139.16,74.26
0.776,138.01,73.015
0.776,137.94,72.956
0.784,138.03,72.909
0.776,137.22,72.968
0.776,137.44,72.902
0.776,137.2,73.435
0.776,137.05,72.668
0.688,131.21,73.435
0.68,129.16,71.848
0.68,128.16,71.611
0.672,129.97,73.951
0.672,131.32,76.299
0.68,132.41,75.989
0.672,135.04,77.875
0.672,136.12,79.688
0.664,138.94,72.541
0.664,141.54,81.461
0.664,139.94,80.879
0.664,139.63,80.992
0.664,140.69,81.984
0.672,142.08,81.278
0.68,142.04,80.748
0.68,140.84,80.234
0.688,139.85,79.652
0.672,139.89,80.347
0.696,140.98,80.348
0.744,150.27,80.283
0.744,150.15,80.411
0.736,148.92,80.221
0.736,148.38,80.633
0.736,149.32,80.749
0.744,150.4,80.472
0.728,149.31,80.689
0.736,149.32,80.639
0.728,148.91,79.983
0.728,149.02,80.1
0.744,148.34,79.811
0.736,149.62,80.573
0.744,149.9,79.28
0.744,149.1,79.593
0.736,148.51,79.942
0.728,148.49,79.572
0.736,148.32,80.056
0.728,148.54,79.393
0.728,148.97,81.17
0.728,150.12,80.346
0.728,149.82,80.408
0.72,149.21,80.509
0.72,148.8,80.741
0.72,148.92,80.166
0.72,149.36,81.176
0.768,136.48,72.613
0.76,136.85,72.84
0.76,136.6,72.193
0.752,136.65,73.727
0.752,138.32,74.432
0.752,138.28,73.367
0.76,138.4,73.189
0.76,138.08,73.183
0.776,137.68,73.909
0.784,137.59,72.441
0.768,138.03,72.836
0.776,137.06,72.907
0.768,136.75,73.37
0.768,137.74,73.136
0.752,136.02,73.599
0.76,135.98,73.317
0.744,136.92,73.718
0.768,136.21,71.021
0.768,134.84,70.977
0.752,134.47,71.14
0.76,133.47,71.212
0.752,134.3,71.441
0.76,134.8,71.194
0.776,134.94,70.792
0.768,134.33,70.845
0.776,133.87,70.794
0.776,141.35,74.77
0.784,140.7,74.019
0.776,140.7,74.551
0.776,140.31,74.671
0.768,140.66,75.827
0.776,140.72,74.306
0.768,141.47,74.66
0.776,140.92,74.719
0.792,142.04,74.964
0.784,143.14,74.256
0.784,141.4,73.833
0.792,141.05,73.663
0.792,140.22,73.724
0.792,139.81,74.427
0.792,140.28,72.907
0.784,139.77,73.789
0.768,139.82,75.368
0.76,141.33,75.827
0.768,142.7,75.366
0.76,141.81,75.541
0.768,141.69,75.358
0.768,141.89,75.947
0.768,141.77,75.71
0.76,142.99,74.833
0.784,139.94,71.85
0.776,139.67,71.679
0.752,139.22,73.138
0.776,140.2,72.67
0.768,140.6,72.433
0.768,139.79,72.555
0.76,139.66,72.605
0.768,139.34,72.662
0.784,141.39,72.434
0.792,140.43,72.266
0.784,139.95,72.092
0.784,140.15,72.439
0.792,141.16,71.328
0.784,140.27,71.733
0.808,139.58,70.853
0.808,139.59,71.033
0.784,139.04,71.675
0.776,138.43,71.97
0.768,138.24,72.441
0.76,138.73,72.376
0.752,138.53,73.847
0.752,140.39,74.26
0.752,140.78,73.428
0.76,141,73.485
0.8,139.99,71.204
0.792,139.37,71.621
0.784,139.06,72.551
0.792,139.75,71.79
0.784,140.22,72.263
0.784,138.91,71.62
0.784,139.65,71.728
0.792,138.95,71.682
0.776,141.36,73.427
0.776,140.24,73.075
0.768,140.27,73.075
0.76,139.12,74.427
0.768,142.64,73.779
0.768,141.6,73.551
0.76,140.33,73.786
0.76,140.32,73.903
0.76,141.33,73.072
0.76,141.26,73.964
0.768,141.06,73.434
0.76,141.79,73.839
0.768,140.97,74.553
0.76,141.29,72.786
0.752,141.19,73.778
0.768,140.4,72.734
0.808,133.11,70.273
0.8,134.45,70.207
0.792,133.95,70.378
0.8,133.81,70.791
0.808,134.6,70.972
0.8,134.85,71.321
0.8,135.79,70.848
0.8,136.03,71.082
0.768,135.71,72.608
0.768,137.23,72.779
0.768,137.61,72.729
0.768,136.87,73.029
0.76,137.24,73.199
0.76,137.35,73.024
0.768,137.81,72.963
0.784,133.58,70.261
0.784,133.19,70.139
0.792,133.71,70.976
0.8,134.83,70.036
0.792,133.45,71.682
0.792,135.57,70.799
0.776,135.64,71.796
0.776,136.48,73.078
0.776,138.47,72.013
0.792,137.34,71.797
0.784,137.16,71.857
0.784,136.53,71.735
0.784,136.28,71.785
0.792,137.2,71.092
0.8,136.07,70.978
0.8,135.62,70.509
0.8,135.92,70.5
0.8,136.94,70.498
0.816,135.59,69.798
0.824,134.54,69.623
0.8,133.96,71.973
0.784,133.33,72.432
0.792,133.34,72.61
0.792,133.67,73.381
0.8,135.08,74.554
0.784,135.32,72.898
0.792,134.54,72.786
0.8,134.15,72.559
0.8,134.22,73.14
0.8,133.28,72.444
0.8,133.78,72.44
0.808,134.31,73.555
0.808,136.21,72.197
0.816,134.4,71.849
0.824,134.81,72.092
0.808,133.88,71.91
0.808,133.32,72.082
0.808,133.05,72.082
0.816,133.56,72.91
0.816,134.61,72.611
0.824,134.97,72.263
0.8,126.61,68.923
0.8,128.58,68.445
0.808,127.64,68.28
0.8,126.61,68.282
0.792,126.84,68.156
0.792,126.21,68.744
0.792,127.39,69.323
0.792,127.97,68.327
0.8,126.19,68.048
0.784,126.9,68.682
0.792,127.38,68.62
0.792,127.29,67.919
0.792,126.67,67.987
0.776,125.81,68.213
0.784,126.46,68.389
0.784,126.72,68.451
0.776,127.43,68.795
0.784,127.44,68.509
0.768,127.77,69.854
0.784,129.25,69.444
0.784,129.64,69.22
0.776,128.67,69.212
0.776,128.42,69.207
0.776,128.46,69.444
0.824,134.53,71.733
0.84,135.07,70.86
0.832,134.82,71.213
0.832,134.3,71.092
0.832,134.75,71.679
0.832,135.27,72.971
0.832,136.6,71.674
0.848,133.42,70.564
0.848,133.61,70.506
0.84,133.59,70.855
0.832,134.13,72.554
0.84,135.76,71.498
0.856,134.74,70.801
0.84,134.39,71.151
0.8,134.84,72.088
0.8,134.52,71.971
0.808,134.79,71.73
0.824,134.99,71.564
0.824,134.76,70.854
0.824,134.3,71.679
0.824,135.04,71.202
0.832,134.25,70.743
0.88,122.63,65.292
0.88,121.78,65.35
0.872,121.66,65.29
0.872,121.1,65.29
0.88,121.06,64.939
0.88,121.58,65.639
0.896,120.04,64.179
0.896,119.79,64.238
0.896,119.91,64.121
0.896,119.66,63.825
0.904,120.04,64.646
0.896,120.77,63.71
0.896,118.04,63.24
0.896,117.74,63.418
0.88,118.37,64.296
0.872,119.32,64.116
0.872,118.81,64.415
0.856,118.52,64.705
0.848,118.63,65.231
0.8,132.99,71.909
0.8,132.33,71.489
0.792,131.91,72.793
0.8,133.01,72.026
0.8,132.86,72.257
0.8,132.24,72.092
0.792,131.87,73.435
0.8,132.79,72.786
0.848,129.59,68.747
0.824,131.06,69.689
0.832,132.87,70.86
0.832,133.39,70.148
0.84,133.1,70.207
0.84,132.69,70.384
0.84,132.94,70.505
0.84,132.51,69.797
0.864,132.61,68.049
0.856,132.44,68.221
0.864,133.25,68.219
0.864,132.53,68.334
0.864,131.93,68.451
0.864,131.48,68.628
0.864,130.76,68.451
0.72,130.21,64.471
0.72,123.56,68.675
0.736,125.54,68.383
0.744,126.39,67.98
0.728,126.82,67.217
0.728,124.54,67.926
0.712,123.01,69.795
0.744,127.18,69.088
0.752,129.74,69.738
0.752,129.61,70.274
0.744,129.58,69.194
0.752,129.36,70.562
0.728,126.63,69.907
0.744,127.45,69.035
0.744,127.01,69.688
0.744,128.07,69.149
0.752,128.23,69.094
0.736,127.56,68.984
0.736,136.84,75.898
0.736,137.69,78.418
0.76,140.25,76.78
0.752,141.58,76.943
0.76,140.32,77.073
0.752,140.23,76.886
0.76,140.59,76.362
0.76,140.07,77.127
0.696,131.95,68.323
0.704,131.86,68.34
0.688,130.98,68.687
0.688,130.54,69.625
0.688,131.68,69.029
0.704,132.4,68.743
0.696,132.88,68.795
0.704,131.9,68.498
0.704,131.96,68.323
0.72,129.41,65.637
0.704,131.09,68.261
0.712,131.21,68.86
0.704,131.87,69.336
0.696,132.17,69.735
0.704,132.73,69.556
0.696,132.98,69.911
0.712,132.68,68.971
0.712,132.21,68.799
0.72,131.59,68.324
0.728,131.31,68.09
0.752,131.31,67.285
0.752,131.45,66.568
0.76,130.6,66.099
0.76,129.42,65.928
0.608,131.11,65.028
0.656,128.25,73.122
0.616,133.76,72.596
0.616,139.7,73.965
0.624,138.03,73.651
0.568,141.69,58.34
0.688,137.82,72.535
0.632,140.25,77.504
0.624,139.71,71.725
0.816,149.09,64.408
0.784,138.6,74.133
0.8,131.47,73.488
0.792,146.91,73.016
0.792,147.43,73.607
0.648,143.27,77.47
0.888,137.03,67.93
0.776,148.91,74.135
0.808,137.76,70.214
0.832,141.58,73.552
0.816,134.6,77.357
0.832,135.63,74.956
0.832,132.76,74.549
0.84,132.8,73.615
0.848,131.61,72.029
0.744,144.4,77.246
0.744,142.46,79.063
0.76,143.77,77.6
0.752,144.25,75.888
0.76,142.88,77.122
0.76,142,77.063
0.768,142.76,76.128
0.776,143.05,75.721
0.768,150.32,78.006
0.752,148.38,79.516
0.776,150.67,77.591
0.776,150.39,77.354
0.752,150.23,78.291
0.824,148.59,75.719
0.816,152.08,74.548
0.888,145.65,72.088
0.816,150.93,74.958
0.792,143.44,74.718
0.784,143.39,74.9
0.776,142.65,76.245
0.784,146.11,76.012
0.784,145.46,76.536
0.728,146.75,79.769
0.816,141.82,68.858
0.816,140.79,71.035
0.816,141.82,70.685
0.808,143.34,70.497
0.816,142.88,70.147
0.816,142.19,69.038
0.816,141.36,70.275
0.8,142.21,70.029
0.808,140.75,67.92
0.816,138.88,66.875
0.8,138.17,66.747
0.824,137.61,65.994
0.816,137.35,65.879
0.808,136.68,65.871
0.784,141.74,70.554
0.792,141.2,70.024
0.8,141.16,69.562
0.824,140.57,68.451
0.816,140.97,68.452
0.824,139.42,67.747
0.832,139.29,67.283
0.896,133.68,67.304
0.904,131.45,68.477
0.92,134.37,68.185
0.904,136.08,66.621
0.904,133.11,66.964
0.896,131.08,67.158
0.88,137.01,68.674
0.872,139.54,69.309
0.88,141.04,68.963
0.872,139.53,69.641
0.888,139.14,69.159
0.888,139.98,68.917
0.88,139.65,69.258
0.888,139.41,68.084
0.904,134.86,66.425
0.896,134.55,65.496
0.904,132.51,65.058
0.896,129.23,65.546
0.896,133.68,67.304
0.904,131.45,68.477
0.92,134.37,68.185
0.904,136.08,66.621
0.904,133.11,66.964
0.896,131.08,67.158
0.88,137.01,68.674
0.872,139.54,69.309
0.88,141.04,68.963
0.872,139.53,69.641
0.888,139.14,69.159
0.888,139.98,68.917
0.88,139.65,69.258
0.888,139.41,68.084
0.904,134.86,66.425
0.896,134.55,65.496
0.904,132.51,65.058
0.896,129.23,65.546
0.832,148.47,85.427
0.832,151.95,87.623
0.856,157.39,87.914
0.824,158.48,89.431
0.832,153.82,85.171
0.84,151.81,83.472
0.816,144.12,84.108
0.824,157.54,86.544
0.824,160,87.428
0.816,157.92,87.719
0.816,160.46,87.223
0.832,160.77,87.034
0.848,150.99,80.538
0.84,145.72,80
0.848,146.49,80.149
0.848,148.14,80.543
0.848,149.02,78.968
0.84,148.03,79.253
0.832,149.55,81.159
0.864,134.16,58.802
0.864,132.07,59.537
0.864,130.97,59.974
0.88,133.42,59.342
0.88,133.88,59.097
0.88,135.31,59.731
0.888,134.89,59.148
0.872,132.85,60.172
0.88,133.87,59.98
0.88,136.48,59.928
0.896,134.91,58.757
0.888,133.68,58.367
0.864,131.72,58.852
0.872,132.08,59.146
0.872,134.16,59.096
0.88,133.29,58.756
0.872,132.5,58.903
0.864,131.11,60.369
0.776,122.34,53.185
0.776,118.03,51.382
0.744,113.44,50.642
0.76,118.39,54.653
0.776,124.2,54.351
0.792,123.36,52.355
0.768,117.45,50.35
0.752,115.53,54.987
0.776,122.17,53.773
0.768,120.91,52.158
0.752,114.85,51.959
0.744,118.53,54.984
0.752,123.47,55.033
0.776,122.82,52.843
0.776,123.08,53.629
0.768,119.8,52.404
0.768,125.9,54.795
0.784,123.15,52.351
0.768,117.66,50.591
0.768,118.82,54.544
0.648,145.32,57.708
0.656,145,58.646
0.648,143.32,57.916
0.648,144.42,57.193
0.624,143.57,58.313
0.656,146,62.257
0.648,147.32,57.528
0.632,146.31,59.277
0.64,144.77,60.143
0.624,151.79,64.374
0.616,155.61,64.247
0.624,155.83,65.574
0.624,156.49,67.353
0.616,160.89,67.24
0.64,155,70.902
0.64,160.59,68.173
0.632,156.17,68.455
0.704,157.11,61.041
0.664,153.22,61.332
0.664,152.29,62.859
0.656,152.6,60.835
0.664,151.76,60.213
0.656,147.59,61.973
0.632,148.14,58.446
0.648,143.14,59.716
0.64,146.93,61.482
0.648,147.9,59.671
0.72,152.44,71.644
0.712,153.37,68.911
0.696,149.51,70.276
0.688,149.97,71.932
0.68,154.62,70.415
0.68,155.34,73.605
0.704,158.38,74.761
0.696,162.06,75.2
0.704,162.34,74.18
0.72,162.65,73.891
0.712,160.76,72.512
0.736,157.6,70.084
0.72,155.09,70.469
0.704,153.46,69.822
0.712,152.89,59.96
0.688,153.71,65.149
0.752,159.74,65.282
0.672,155.79,70.4
0.768,154.49,66.322
0.688,149.69,70.375
0.72,150.76,71.358
0.712,154.34,69.294
0.712,150.49,69.641
0.656,153.2,66.518
0.76,154.84,72.763
0.712,155.99,71.405
1.128,121.41,58.334
1.048,116.03,62.721
1.048,119.5,63.256
1.096,124.13,65.852
1.064,127.11,67.362
1.128,121.41,58.334
1.048,116.03,62.721
1.048,119.5,63.256
1.096,124.14,65.852
1.064,127.11,67.362
1.064,130.15,66.633
1.024,128.77,66.728
1.048,129.5,66.819
1.056,129.41,66.73
1.048,130.39,67.944
0.744,121.11,59.539
0.736,122.57,57.282
0.736,120.51,60.117
0.744,122.25,59.585
0.736,122.85,60.562
0.736,124.15,59.243
0.752,122.49,59.729
0.744,123.27,61.297
0.744,125.67,60.22
0.736,124.73,61.238
0.736,124.69,60.418
0.752,122.77,59.583
0.744,124.12,61.297
0.736,126.04,62.269
0.736,127.23,58.459
0.752,121.41,60.462
0.736,124.28,61.68
0.744,125.63,61.932
0.744,124.84,60.903
0.736,125.67,58.318
0.736,121.22,59.876
0.744,122.95,60.024
0.736,123.52,60.801
0.744,124.18,57.927
0.744,122.53,59.047
0.744,122.55,60.418
0.736,124.11,58.549
0.744,121.11,59.539
0.736,122.57,57.282
0.736,120.51,60.117
0.744,122.25,59.585
0.736,122.85,60.562
0.736,124.15,59.243
0.752,122.49,59.729
0.744,123.27,61.297
0.744,125.67,60.22
0.736,124.73,61.239
0.736,124.69,60.418
0.752,122.77,59.583
0.744,124.12,61.297
0.736,126.04,62.269
0.736,127.23,58.459
0.752,121.41,60.462
0.736,124.28,61.68
0.744,125.63,61.932
0.744,124.84,60.904
0.736,125.67,58.318
0.736,121.22,59.876
0.744,122.95,60.024
0.736,123.52,60.801
0.744,124.18,57.927
0.744,122.53,59.048
0.744,122.55,60.418
0.736,124.11,58.549
0.752,130.99,57.043
0.728,131.78,58.451
0.736,131.39,56.071
0.736,128.64,56.898
0.728,129.28,58.121
0.72,130.86,59.04
0.736,131.72,55.729
0.744,130.61,58.018
0.744,133.48,59.29
0.728,134.94,60.705
0.728,135.8,57.916
0.736,132.32,58.896
0.728,133.7,59.775
0.728,133.45,59.927
0.72,133.93,56.852
0.752,130.12,56.75
0.728,130.98,58.315
0.744,128.12,56.071
0.72,128.79,57.577
0.72,127.93,58.017
0.728,128.82,55.088
0.728,126.44,56.796
0.72,128.39,57.48
0.72,127.7,58.019
0.72,130.18,56.887
0.712,129.27,59.481
0.696,131.95,60.417
0.744,130.54,57.094
0.736,132.02,57.727
0.704,129.96,58.314
0.736,128.85,54.993
0.752,127.78,55.335
0.728,127.49,56.602
0.712,127.69,56.842
0.736,126.07,54.801
0.72,126.21,56.744
0.728,127.1,55.625
0.744,127.06,56.406
0.728,126.85,56.996
0.728,128.5,57.926
0.728,129.62,58.854
0.728,131.86,56.312
0.744,129.3,57.976
0.728,130.74,59.336
0.744,131.13,57.873
0.736,131.47,59.002
0.728,131.49,59.243
0.712,131.37,57.191
0.768,128.81,56.897
0.736,130.91,59.051
0.728,131.75,59.438
0.72,129.91,58.996
0.752,128.88,57.09
0.776,119.69,51.229
0.792,118.14,52.115
0.776,118.35,53.281
0.776,120.85,54.404
0.776,123.49,55.241
0.776,124.04,52.843
0.64,120.95,58.847
0.864,116.33,50.159
0.776,123.53,52.597
0.776,119.74,53.474
0.784,120.56,53.09
0.776,122,54.068
0.776,122.35,53.529
0.776,121.45,51.085
0.792,119.14,50.647
0.776,117.83,50.843
0.768,118.15,52.548
0.768,117.39,51.078
0.768,117.09,52.155
0.776,117.28,51.425
0.768,117.71,52.35
0.776,118.94,52.31
0.768,118.54,52.406
0.768,119.23,51.083
0.744,142.67,60.662
0.744,141.51,58.655
0.744,141.3,58.213
0.744,140.3,59.044
0.736,140.42,55.631
0.744,138.97,57.326
0.744,138.34,57.334
0.728,134.86,56.853
0.752,134.22,55.917
0.744,135.89,57.041
0.752,134.66,55.72
0.744,133.77,56.552
0.728,134.66,54.209
0.768,132.16,54.649
0.744,132.66,56.354
0.736,134.65,52.837
0.736,134.18,54.166
0.768,133.5,55.281
0.744,133.41,58.449
0.728,137.24,55.335
0.776,132.97,56.315
0.744,136.76,57.915
0.76,139.6,59.49
0.744,142.18,58.55
0.76,128.02,55.478
0.76,126.87,57.531
0.768,127.32,56.849
0.76,128.11,58.171
0.752,130.41,58.358
0.76,130.63,57.048
0.768,130.5,56.55
0.76,128.88,57.479
0.768,124.82,54.6
0.76,125.9,55.68
0.752,124.58,55.729
0.752,125.43,54.403
0.752,122.75,54.747
0.76,122.11,54.408
0.752,122.67,54.85
0.752,122.29,55.187
0.752,121.76,54.887
0.76,122.48,54.159
0.768,122.86,54.111
0.768,122.91,55.485
0.752,123.76,56.066
0.76,125.27,55.331
0.768,124.71,56.12
0.752,126.13,57.236
0.76,164.41,72.233
0.776,158.4,73.889
0.744,163.27,76.211
0.776,166.62,71.748
0.768,157.85,75.069
0.752,162.62,77.606
0.76,165.28,75.804
0.744,162.16,77.8
0.76,167.49,80.781
0.736,170.18,77.851
0.792,165.68,78.586
0.76,171.75,80
0.736,168.78,80.344
0.784,166.1,78.043
0.76,171.93,80.773
0.752,171.4,75.746
0.776,163.37,77.31
0.768,168.26,79.465
0.752,167.46,80.444
0.776,164.79,77.361
0.76,169.69,80.779
0.76,170.86,75.746
0.768,164.17,78.244
0.76,169.73,79.755
0.768,165.44,77.602
0.76,167.94,79.163
0.752,169.53,75.408
0.784,163.46,76.331
0.768,167.87,78.686
0.752,169.05,74.232
0.776,161.14,76.683
0.76,165.47,77.562
0.76,164.17,77.167
0.76,164.5,72.966
0.76,158.38,75.16
0.76,163.02,76.87
0.76,164.68,77.163
0.752,163.28,77.306
0.776,161.28,75.603
0.76,164.86,77.749
0.832,149.39,70.087
0.76,154.7,74.281
0.768,157.62,68.859
0.768,154,73.841
0.76,159.57,77.407
0.76,163.28,73.406
0.752,161.48,75.448
0.744,160.49,75.641
0.76,159,75.731
0.736,157.32,70.086
0.744,157.81,71.799
0.792,159.84,76.774
0.76,157.32,75.846
0.752,157.11,73.85
0.792,154.26,74.335
0.76,157.67,76.479
0.768,157.77,75.307
0.752,157.05,77.897
0.776,158.51,77.75
0.768,162.73,77.801
0.76,167.49,79.026
0.776,166.85,76.634
0.744,163.29,79.799
0.768,163.93,77.85
0.768,165,78.87
0.752,164.75,80.533
0.76,163.29,78.481
0.752,166.14,80.728
0.752,165.31,81.709
0.776,165.58,80.053
0.768,167.73,82.827
0.776,170.65,85.426
0.776,175.11,92.843
0.784,185.11,77.076
0.792,164.88,77.316
0.776,169.05,78.582
0.776,169.48,74.522
0.784,162.28,75.452
0.776,163.88,75.751
0.776,164.13,74.337
0.76,160.02,75.551
0.784,160.36,73.799
0.768,158.99,73.204
0.768,157.7,74.046
0.752,159.5,72.915
0.8,155.57,71.796
0.768,158,72.965
0.768,157.58,73.504
0.752,158.34,73.118
0.8,154.82,71.064
0.776,153.17,71.941
0.768,154.55,73.405
0.76,156.45,71.748
0.792,155.05,73.067
0.76,157.84,75.795
0.768,159.39,73.211
0.784,156.42,75.216
0.768,161.04,76.677
0.76,170.07,77.555
0.752,167.24,76.723
0.76,166.5,76.683
0.76,165.41,77.216
0.752,166.72,74.873
0.776,162.96,75.413
0.752,165.4,77.013
0.76,165.15,78.44
0.76,167.25,74.632
0.752,169.01,81.845
0.776,170.9,83.568
0.752,177.78,87.031
0.776,175.7,86.739
0.712,184.92,89.722
0.816,178.01,88.302
0.72,185.1,89.722
0.792,180.97,90.599
0.792,185.18,92.602
0.752,185.07,93.041
0.784,185.16,92.747
0.744,185.04,90.36
0.816,185.11,91.528
0.776,185.14,87.128
0.768,185.01,89.911
0.768,185.14,92.06
0.8,168.52,81.027
0.784,174.92,70.523
0.848,159.35,72.773
0.824,168.71,78.979
0.792,171.67,69.932
0.824,152.63,73.162
0.8,162.74,77.022
0.808,168.28,70.627
0.8,165.35,77.853
0.8,169.36,70.911
0.8,156.2,73.995
0.792,163.38,74.769
0.808,167.08,69.84
0.784,154.63,73.16
0.792,158.89,73.06
0.808,162.1,68.717
0.808,161.35,65.544
0.816,147.99,68.862
0.8,155.89,73.069
0.8,157.7,72.528
0.824,152.98,70.917
0.8,155.57,74.967
0.72,157.98,73.647
0.784,155.25,74.089
0.776,155.12,76.439
0.776,155.91,76.185
0.76,152.01,74.29
0.816,150.42,72.234
0.784,153.59,74.866
0.784,155.93,76.093
0.784,157.46,71.75
0.776,157.43,72.283
0.8,153.83,73.653
0.784,157.37,76.484
0.776,158.91,78.92
0.784,161.97,72.772
0.784,154.9,75.452
0.784,160.89,77.607
0.776,163.21,79.457
0.776,161.24,78.197
0.776,163.48,80.733
0.784,165.53,73.651
0.792,156.21,75.853
0.784,159.84,77.013
0.776,161.28,78.098
0.776,161.3,72.77
0.776,154.58,73.6
0.784,161.87,77.359
0.792,163.49,71.555
0.808,154.08,73.551
0.8,160.45,74.531
0.792,160.3,76.095
0.792,163.29,76.976
0.768,162.15,72.627
0.776,161.93,74.528
0.824,156.47,73.407
0.792,160.22,75.848
0.792,160.92,77.118
0.792,163.58,77.555
0.768,162.09,76.927
0.792,164.33,77.46
0.792,166.61,80.244
0.792,170.59,75.309
0.8,160.69,77.216
0.784,166.57,78.193
0.784,166.99,79.364
0.792,168.76,73.362
0.792,158.19,74.769
0.76,154.83,72.678
0.824,149.17,70.675
0.784,152.66,72.867
0.784,153.9,72.914
0.784,153.88,73.549
0.768,152.41,71.799
0.824,148.63,71.115
0.784,153.04,73.653
0.8,146.92,72.282
0.776,153.67,75.212
0.784,156.97,75.991
0.792,159.71,71.16
0.792,150.39,74.042
0.784,156.56,76.089
0.792,159.38,76.681
0.792,160.75,70.527
0.784,160.16,70.283
0.8,149.18,72.915
0.784,158.54,75.456
0.784,159.05,69.79
0.8,147.26,72.622
0.792,155.08,73.508
0.848,112.13,56.363
0.816,116.92,58.116
0.824,117.7,55.042
0.84,115.47,57.68
0.824,120.26,59.145
0.824,121.07,59.44
0.824,121.63,55.042
0.84,114.64,57.339
0.816,115.14,57.976
0.832,115.11,56.069
0.824,116.52,56.755
0.824,115.9,53.771
0.824,111.55,56.12
0.824,112.04,54.847
0.824,112.27,55.679
0.824,112.68,51.623
0.832,113.01,55.632
0.824,113.05,51.965
0.832,108.5,55.092
0.824,112.09,55.432
0.824,113.1,55.875
0.752,112.86,56.559
0.912,111.38,55.194
0.944,120.51,66.672
0.88,125.95,64.911
0.864,120.99,67.941
0.864,123.45,67.062
0.816,124.44,63.446
0.92,120.05,66.428
0.872,124.8,63.347
0.88,124.13,68.818
0.736,123.7,67.595
0.904,127.05,62.03
0.864,117.18,68.476
0.896,125.88,67.158
0.88,122.26,69.944
0.864,128.37,64.716
0.904,122.69,69.162
0.88,127.84,61.445
0.88,117.88,67.257
0.888,126.42,63.787
0.864,118.21,69.308
0.88,123.72,68.184
0.936,140.92,65.881
0.888,144.81,67.403
0.896,144.98,63.183
0.904,138.09,65.528
0.888,142.5,66.112
0.888,143.1,65.818
0.896,143.18,64.649
0.88,140.53,66.348
0.904,138.27,63.768
0.888,140.92,65.175
0.896,140.99,60.896
0.872,137.35,66.172
0.888,143.94,62.888
0.912,137.62,65.821
0.888,143.71,67.168
0.888,144.89,67.813
0.576,129.13,58.655
0.576,127.12,58.655
0.576,123.99,58.46
0.568,123.46,59.617
0.576,127.51,59.046
0.576,128.29,59.437
0.576,126,58.248
0.576,123.4,59.242
0.568,123.94,59.241
0.576,127.12,59.03
0.568,125.52,59.421
0.576,122.99,59.829
0.568,124.95,56.488
0.576,122.5,59.633
0.568,125.15,58.067
0.576,127.71,60.024
0.576,126.53,57.091
0.568,122.65,59.241
0.568,123.53,57.466
0.568,126.51,59.617
0.576,125.82,57.873
0.576,123.8,58.46
0.568,121.61,57.481
0.568,123.65,56.879
0.568,121.09,59.617
0.568,125.35,57.27
0.576,125.61,59.046
0.568,123.05,56.292
0.568,120.67,58.444
0.568,121.64,57.075
0.568,124.7,59.436
0.576,124.03,57.482
0.568,122.2,58.654
0.56,119.96,57.269
0.576,123.41,58.851
0.736,121.12,59.834
0.936,116.94,54.171
0.712,122.05,61.397
0.92,116.9,55.344
0.728,126.94,60.811
0.952,117.14,54.172
0.728,120.68,59.237
0.968,119.43,54.565
0.776,124.84,59.836
0.944,119.72,56.128
0.736,126.21,62.18
0.96,124.63,55.933
0.752,129.9,61.586
0.936,121.01,56.518
0.736,126.74,62.376
0.96,108.51,51.826
0.712,114.81,59.246
0.984,113.1,52.026
0.712,118.32,58.659
0.96,108.52,51.24
0.72,113.42,57.682
0.944,106.96,52.216
0.584,164.44,75.205
0.576,166.11,75.343
0.584,164.63,75.141
0.584,165.21,75.069
0.576,164.95,75.535
0.584,166.61,75.588
0.584,166.29,75.152
0.584,166.38,75.069
0.576,165.56,75.38
0.584,166.2,75.889
0.576,166.26,76.174
0.576,181.46,84.087
0.576,182.35,84.905
0.584,185.12,84.819
0.576,185.02,84.766
0.584,184.45,84.782
0.576,185.02,84.221
0.576,185,85.784
0.576,183.61,85.214
0.584,184.47,85.424
0.576,185.22,86.044
0.584,185.34,85.252
0.592,153.22,68.453
0.592,154.63,67.92
0.592,153.62,68.216
0.592,154.29,68.517
0.584,154.32,68.698
